,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol,Significance
218115_at,-32.61846154,351.112069,-0.80394767,0.428183026,0.797645062,-4.599601484,ASF1B,Not Significant
209765_at,39.96822115,330.9575862,0.803866654,0.428229048,0.797645062,-4.599603097,ADAM19,Not Significant
212410_at,-91.73322115,998.2524138,-0.80373241,0.428305312,0.797720433,-4.59960577,MICU2,Not Significant
214663_at,-18.75052885,136.0710345,-0.803592932,0.428384558,0.797801346,-4.599608547,DSTYK,Not Significant
206603_at,-21.0725,90.0437931,-0.803441833,0.428470417,0.797861498,-4.599611555,SLC2A4,Not Significant
206099_at,-37.24115385,336.8893103,-0.803183233,0.428617386,0.797882151,-4.599616701,PRKCH,Not Significant
215985_at,-26.73413462,206.8655172,-0.803112307,0.4286577,0.797882151,-4.599618112,POLR1HASP,Not Significant
220476_s_at,18.81259615,52.24551724,0.803099848,0.428664782,0.797882151,-4.59961836,INKA2,Not Significant
205796_at,11.05216346,54.7762069,0.803070737,0.42868133,0.797882151,-4.599618939,TCP11L1,Not Significant
205861_at,96.25307692,611.152069,0.80301256,0.428714401,0.797882151,-4.599620097,SPIB,Not Significant
221102_s_at,-56.54149038,292.8193103,-0.80287828,0.428790738,0.797912155,-4.599622768,TRPM6,Not Significant
221180_at,-18.83379808,104.9158621,-0.802858227,0.428802139,0.797912155,-4.599623167,MAP3K19,Not Significant
213892_s_at,61.83375,802.6351724,0.802595846,0.428951327,0.798123115,-4.599628385,APRT,Not Significant
208163_s_at,31.81692308,215.1172414,0.802372126,0.429078559,0.798275967,-4.599632833,OSBPL7,Not Significant
210948_s_at,18.15625,77.62724138,0.802268744,0.429137361,0.798275967,-4.599634888,LEF1,Not Significant
217520_x_at,25.59591346,176.4503448,0.802262433,0.429140951,0.798275967,-4.599635013,LOC283683,Not Significant
208802_at,22.06418269,179.4010345,0.802120175,0.429221873,0.79835985,-4.599637841,SRP72,Not Significant
204159_at,-36.65086538,210.4134483,-0.80200289,0.429288597,0.798372545,-4.599640172,CDKN2C,Not Significant
211181_x_at,42.47730769,154.7434483,0.801982221,0.429300356,0.798372545,-4.599640582,RUNX1,Not Significant
200003_s_at,891.8547115,15264.56931,0.801885096,0.429355617,0.798408679,-4.599642512,RPL28,Not Significant
207838_x_at,15.21245192,70.37,0.801790413,0.429409492,0.798442232,-4.599644393,PBXIP1,Not Significant
217843_s_at,29.42855769,265.2441379,0.801618053,0.429507577,0.798484243,-4.599647817,MED4,Not Significant
212873_at,-45.68985577,152.8710345,-0.80151866,0.429564144,0.798484243,-4.599649791,ARHGAP45,Not Significant
213334_x_at,-30.49447115,457.5693103,-0.801498847,0.429575421,0.798484243,-4.599650185,HAUS7,Not Significant
212295_s_at,160.7209135,2109.932069,0.801210594,0.429739503,0.798689584,-4.599655909,SLC7A1,Not Significant
222024_s_at,71.06317308,669.7103448,0.801165274,0.429765304,0.798689584,-4.599656808,AKAP13,Not Significant
215134_at,21.99697115,202.7124138,0.80109349,0.429806173,0.798689584,-4.599658233,PI4K2A,Not Significant
206680_at,-26.55485577,133.9582759,-0.801052934,0.429829264,0.798689584,-4.599659038,CD5L,Not Significant
216699_s_at,149.8238942,1608.45069,0.800933518,0.429897259,0.798696945,-4.599661409,KLK1,Not Significant
209385_s_at,72.01817308,1028.247241,0.800920078,0.429904912,0.798696945,-4.599661675,PLPBP,Not Significant
212727_at,39.64615385,564.3475862,0.800609842,0.430081592,0.798762736,-4.599667832,DLG3,Not Significant
203548_s_at,-11.74634615,40.69310345,-0.800574201,0.430101892,0.798762736,-4.599668539,LPL,Not Significant
218764_at,46.50240385,455.0103448,0.800551078,0.430115063,0.798762736,-4.599668997,PRKCH,Not Significant
200952_s_at,53.44740385,352.612069,0.800507321,0.430139988,0.798762736,-4.599669865,CCND2,Not Significant
212817_at,-48.25855769,327.2468966,-0.800363684,0.430221811,0.798762736,-4.599672715,DNAJB5,Not Significant
221561_at,17.19557692,156.9341379,0.800303113,0.430256319,0.798762736,-4.599673916,SOAT1,Not Significant
205709_s_at,-49.86346154,419.7375862,-0.80016156,0.430336968,0.798762736,-4.599676723,CDS1,Not Significant
211800_s_at,-76.72634615,845.942069,-0.800035734,0.430408665,0.798762736,-4.599679218,USP4,Not Significant
220348_at,20.498125,83.06931034,0.799967926,0.430447306,0.798762736,-4.599680562,KLHL29,Not Significant
216522_at,28.28966346,142.1265517,0.799789629,0.430548919,0.798762736,-4.599684097,OR2B6,Not Significant
212641_at,-26.58245192,226.6868966,-0.799759411,0.430566142,0.798762736,-4.599684696,HIVEP2,Not Significant
221822_at,30.81259615,151.1062069,0.799750984,0.430570945,0.798762736,-4.599684863,SGF29,Not Significant
209797_at,53.16240385,487.9848276,0.799711039,0.430593713,0.798762736,-4.599685655,CNPY2,Not Significant
219218_at,-13.21519231,60.89655172,-0.799707261,0.430595866,0.798762736,-4.599685729,BAHCC1,Not Significant
209827_s_at,-47.79610577,501.3489655,-0.799690074,0.430605663,0.798762736,-4.59968607,IL16,Not Significant
211619_s_at,-9.637836538,40.44103448,-0.799647752,0.430629787,0.798762736,-4.599686909,ALPP,Not Significant
203438_at,11.04557692,56.78103448,0.799589836,0.430662801,0.798762736,-4.599688057,STC2,Not Significant
207516_at,-14.79745192,74.18896552,-0.799509589,0.430708546,0.798762736,-4.599689647,CHRNB4,Not Significant
218131_s_at,53.27889423,849.1144828,0.799454931,0.430739707,0.798762736,-4.59969073,GATAD2A,Not Significant
214110_s_at,-26.49274038,109.587931,-0.799443782,0.430746063,0.798762736,-4.599690951,LSP1P5,Not Significant
216830_at,-18.52134615,57.66517241,-0.799435827,0.430750598,0.798762736,-4.599691108,HERC2,Not Significant
215305_at,-5.534326923,33.60965517,-0.799418313,0.430760583,0.798762736,-4.599691455,PDGFRA,Not Significant
218199_s_at,-39.42701923,367.797931,-0.799410935,0.430764789,0.798762736,-4.599691601,NOL6,Not Significant
206692_at,-25.60293269,129.0765517,-0.799338549,0.43080606,0.798772794,-4.599693036,KCNJ10,Not Significant
211640_x_at,42.55153846,243.6451724,0.799187352,0.430892272,0.79886617,-4.599696031,IGHV1-69,Not Significant
205680_at,-88.40350962,172.9110345,-0.799115901,0.430933017,0.798875242,-4.599697446,MMP10,Not Significant
206552_s_at,-18.56581731,86.46448276,-0.798973547,0.4310142,0.798959273,-4.599700265,TAC1,Not Significant
201568_at,-556.98875,8636.575862,-0.798907463,0.431051891,0.798962676,-4.599701574,UQCRQ,Not Significant
216056_at,17.21091346,67.71413793,0.798557121,0.431251741,0.799266617,-4.59970851,CD44,Not Significant
201305_x_at,-99.84879808,1208.487931,-0.798332852,0.431379702,0.799399067,-4.599712948,ANP32B,Not Significant
217870_s_at,236.3617308,4099.417241,0.798306122,0.431394955,0.799399067,-4.599713477,CMPK1,Not Significant
218937_at,-30.71350962,411.88,-0.798204206,0.431453114,0.799440358,-4.599715494,ZSCAN32,Not Significant
201774_s_at,-34.23,310.6744828,-0.798075018,0.431526844,0.799444019,-4.59971805,NCAPD2,Not Significant
219633_at,30.8175,333.2327586,0.797777762,0.431696521,0.799691877,-4.599723929,TTPAL,Not Significant
209073_s_at,61.13163462,514.2624138,0.797616803,0.431788416,0.799795616,-4.599727112,NUMB,Not Significant
203866_at,30.67831731,160.7082759,0.79746388,0.431875733,0.799827207,-4.599730135,NLE1,Not Significant
203920_at,23.87528846,308.5710345,0.797456523,0.431879934,0.799827207,-4.599730281,NR1H3,Not Significant
208811_s_at,58.32408654,589.3203448,0.797380914,0.43192311,0.799827207,-4.599731775,TMEM135,Not Significant
221811_at,-50.67134615,390.8972414,-0.797335497,0.431949047,0.799827207,-4.599732673,PGAP3,Not Significant
200797_s_at,1208.313606,11472.75655,0.797107427,0.432079306,0.800001925,-4.59973718,MCL1,Not Significant
209567_at,41.31884615,333.6327586,0.797008572,0.432135773,0.80004,-4.599739134,RRS1,Not Significant
219632_s_at,-25.11927885,239.7372414,-0.796918328,0.432187325,0.800068968,-4.599740917,TRPV1,Not Significant
204521_at,-19.81697115,185.3803448,-0.796788219,0.432261658,0.800135446,-4.599743487,FAM216A,Not Significant
211076_x_at,-27.21725962,172.0789655,-0.796697879,0.432313274,0.800135446,-4.599745271,ATN1,Not Significant
203550_s_at,-30.24605769,147.0348276,-0.796662241,0.432333637,0.800135446,-4.599745975,ENTREP3,Not Significant
221235_s_at,-31.55389423,481.0817241,-0.796576224,0.432382789,0.800135446,-4.599747674,TGFBRAP1,Not Significant
209490_s_at,-33.10336538,455.7906897,-0.796490361,0.432431855,0.800135446,-4.59974937,PPT2,Not Significant
202582_s_at,-61.37576923,789.8582759,-0.796430228,0.43246622,0.800135446,-4.599750557,RANBP9,Not Significant
203192_at,35.15350962,279.5496552,0.796375677,0.432497397,0.800135446,-4.599751634,ABCB6,Not Significant
220061_at,-21.06966346,88.30689655,-0.796352754,0.432510499,0.800135446,-4.599752087,ACSM5,Not Significant
219675_s_at,40.43629808,603.9427586,0.796187384,0.43260502,0.800215597,-4.599755352,UXS1,Not Significant
209921_at,38.32730769,319.8037931,0.796061395,0.432677041,0.800215597,-4.599757838,SLC7A11,Not Significant
209383_at,-65.35740385,678.5268966,-0.796028842,0.432695651,0.800215597,-4.599758481,DDIT3,Not Significant
35846_at,-35.24206731,271.0437931,-0.79600127,0.432711413,0.800215597,-4.599759025,THRA,Not Significant
203049_s_at,-28.60245192,215.2524138,-0.795962844,0.432733382,0.800215597,-4.599759783,SKIC3,Not Significant
221502_at,-63.07894231,786.4955172,-0.795862489,0.432790759,0.800255288,-4.599761764,KPNA3,Not Significant
212149_at,-52.65807692,668.6203448,-0.795754705,0.432852388,0.800281134,-4.59976389,EFR3A,Not Significant
218269_at,-33.56004808,484.7910345,-0.795712424,0.432876566,0.800281134,-4.599764725,DROSHA,Not Significant
206509_at,-34.40620192,199.4903448,-0.795639772,0.432918112,0.800291545,-4.599766158,PIP,Not Significant
201353_s_at,56.16961538,494.5055172,0.795326591,0.433097232,0.800489849,-4.599772335,BAZ2A,Not Significant
37953_s_at,-25.16745192,131.7475862,-0.794656922,0.433480392,0.801052794,-4.599785536,ASIC1,Not Significant
202295_s_at,-164.1072115,1626.456552,-0.794567701,0.433531458,0.801052794,-4.599787294,CTSH,Not Significant
200093_s_at,-189.4274038,3577.064483,-0.794542985,0.433545604,0.801052794,-4.599787781,HINT1,Not Significant
220784_s_at,-20.18182692,90.26827586,-0.794344709,0.4336591,0.801169982,-4.599791687,UTS2,Not Significant
206790_s_at,-154.1026923,2941.625517,-0.794280049,0.433696117,0.801169982,-4.599792961,NDUFB1,Not Significant
219565_at,23.70283654,92.12896552,0.794077103,0.433812312,0.801279819,-4.599796958,CYP20A1,Not Significant
219570_at,26.33716346,227.1093103,0.793796875,0.433972785,0.801447173,-4.599802475,KIF16B,Not Significant
212820_at,-35.78375,312.1572414,-0.793678244,0.434040729,0.801447173,-4.59980481,DMXL2,Not Significant
204235_s_at,-25.89884615,217.9948276,-0.793500838,0.434142349,0.801447173,-4.599808302,GULP1,Not Significant
209046_s_at,-104.1657692,2210.07,-0.793485276,0.434151264,0.801447173,-4.599808608,GABARAPL2,Not Significant
200042_at,120.8105769,2085.481034,0.793400415,0.434199879,0.801447173,-4.599810278,RTCB,Not Significant
208415_x_at,70.30048077,494.1472414,0.793199197,0.434315166,0.801447173,-4.599814237,ING1,Not Significant
218495_at,102.0900481,1705.568621,0.793160592,0.434337286,0.801447173,-4.599814996,UXT,Not Significant
220384_at,4.545288462,12.6662069,0.792977765,0.434442055,0.801447173,-4.599818592,NME8,Not Significant
213232_at,19.88697115,102.6582759,0.7928989,0.434487254,0.801447173,-4.599820143,FAM234B,Not Significant
215158_s_at,-44.26384615,713.2224138,-0.792842905,0.434519347,0.801447173,-4.599821245,DEDD,Not Significant
203404_at,-31.00769231,190.46,-0.792798956,0.434544537,0.801447173,-4.599822109,ARMCX2,Not Significant
206515_at,-17.90442308,165.4786207,-0.792749944,0.43457263,0.801447173,-4.599823073,CYP4F3,Not Significant
216755_at,-46.27855769,271.9993103,-0.792744886,0.434575529,0.801447173,-4.599823172,OSBPL10,Not Significant
200051_at,32.78192308,595.3696552,0.792643132,0.434633857,0.801447173,-4.599825173,SART1,Not Significant
217923_at,82.25480769,786.0296552,0.792453385,0.434742637,0.801447173,-4.599828902,PEF1,Not Significant
204215_at,56.63658654,620.1893103,0.792448945,0.434745182,0.801447173,-4.59982899,TMEM243,Not Significant
217779_s_at,-336.5804808,4180.649655,-0.792324737,0.434816399,0.801447173,-4.599831431,PNRC2,Not Significant
203371_s_at,-132.2644231,2021.473448,-0.792232616,0.434869222,0.801447173,-4.599833241,NDUFB3,Not Significant
216325_x_at,16.55725962,71.69965517,0.792173514,0.434903114,0.801447173,-4.599834403,RTEL1-TNFRSF6B,Not Significant
215214_at,-88.66822115,696.1934483,-0.792157864,0.434912089,0.801447173,-4.59983471,IGLV3-25,Not Significant
219524_s_at,-12.16350962,61.17448276,-0.792077129,0.434958389,0.801447173,-4.599836296,NDUFAF5,Not Significant
201870_at,-68.22365385,1074.445517,-0.792045657,0.434976439,0.801447173,-4.599836915,TOMM34,Not Significant
52005_at,28.15682692,304.1817241,0.7920334,0.434983469,0.801447173,-4.599837155,WIZ,Not Significant
210012_s_at,8.440576923,18.3237931,0.792027825,0.434986666,0.801447173,-4.599837265,EWSR1,Not Significant
219950_s_at,-36.80158654,304.5141379,-0.792024853,0.43498837,0.801447173,-4.599837323,TIAM2,Not Significant
221096_s_at,-21.57331731,127.2551724,-0.791983277,0.435012216,0.801447173,-4.59983814,TMCO6,Not Significant
208538_at,-10.10480769,41.34724138,-0.791981063,0.435013486,0.801447173,-4.599838184,ANP32CP,Not Significant
55093_at,57.44341346,690.0813793,0.791926982,0.435044505,0.801447173,-4.599839246,CHPF2,Not Significant
209947_at,-46.09105769,506.4627586,-0.791925141,0.435045561,0.801447173,-4.599839282,UBAP2L,Not Significant
203382_s_at,116.7160096,905.4096552,0.791908449,0.435055135,0.801447173,-4.59983961,APOE,Not Significant
202178_at,-71.84735577,865.8893103,-0.791838769,0.435095103,0.801447173,-4.599840979,PRKCZ,Not Significant
210081_at,-21.18610577,135.3403448,-0.791772458,0.435133141,0.801447173,-4.599842281,AGER,Not Significant
216382_s_at,-7.880384615,55.60758621,-0.791562369,0.435253669,0.801447173,-4.599846407,KMT2D,Not Significant
212055_at,42.18774038,418.5313793,0.791490057,0.435295159,0.801447173,-4.599847827,TPGS2,Not Significant
217542_at,19.64336538,109.0831034,0.791465886,0.435309027,0.801447173,-4.599848301,MDM2,Not Significant
212855_at,-20.12389423,88.45793103,-0.791387582,0.435353959,0.801447173,-4.599849838,DCUN1D4,Not Significant
219976_at,-36.85230769,360.73,-0.791374429,0.435361506,0.801447173,-4.599850097,HOOK1,Not Significant
213558_at,-21.03836538,201.3972414,-0.791346266,0.435377667,0.801447173,-4.599850649,PCLO,Not Significant
200924_s_at,63.70519231,547.08,0.791307824,0.435399727,0.801447173,-4.599851404,SLC3A2,Not Significant
201029_s_at,-266.2505769,4544.896207,-0.791292124,0.435408737,0.801447173,-4.599851712,CD99,Not Significant
205689_at,22.52711538,161.6341379,0.791283788,0.43541352,0.801447173,-4.599851876,PCNX2,Not Significant
213700_s_at,-31.22120192,201.3875862,-0.79110079,0.435518546,0.801533507,-4.599855467,PKM,Not Significant
202662_s_at,-27.90875,295.272069,-0.791076712,0.435532365,0.801533507,-4.59985594,ITPR2,Not Significant
221906_at,22.89644231,121.7448276,0.790972162,0.435592377,0.801567093,-4.599857992,TXNRD3,Not Significant
208213_s_at,-26.42528846,157.362069,-0.79091958,0.43562256,0.801567093,-4.599859023,KCNAB1,Not Significant
220173_at,-50.66432692,465.2603448,-0.790750895,0.435719398,0.801629169,-4.599862333,BBOF1,Not Significant
208459_s_at,53.23221154,596.7610345,0.790735484,0.435728246,0.801629169,-4.599862635,XPO7,Not Significant
212945_s_at,-29.12346154,175.1703448,-0.79058945,0.435812093,0.801647947,-4.599865499,MGA,Not Significant
210733_at,-28.46725962,458.7293103,-0.790469641,0.435880889,0.801647947,-4.599867849,TRAM1,Not Significant
220094_s_at,53.87192308,720.9055172,0.790347839,0.435950837,0.801647947,-4.599870237,MCUR1,Not Significant
202569_s_at,-32.93149038,275.7055172,-0.790157224,0.436060316,0.801647947,-4.599873975,MARK3,Not Significant
212101_at,-74.44524038,1046.591379,-0.790129439,0.436076275,0.801647947,-4.599874519,KPNA6,Not Significant
222019_at,-24.18302885,152.3837931,-0.790109757,0.436087581,0.801647947,-4.599874905,PFDN6,Not Significant
200048_s_at,299.4924519,5415.834138,0.790106292,0.436089571,0.801647947,-4.599874973,JTB,Not Significant
204637_at,-20.27615385,87.20931034,-0.789901049,0.436207475,0.801647947,-4.599878996,CGA,Not Significant
211421_s_at,-20.15389423,78.19137931,-0.789893492,0.436211817,0.801647947,-4.599879144,RET,Not Significant
207294_at,-15.40346154,38.56,-0.789803125,0.436263736,0.801647947,-4.599880915,AGTR2,Not Significant
207491_at,-58.73475962,298,-0.789753468,0.436292267,0.801647947,-4.599881888,MOGAT2,Not Significant
266_s_at,-202.4984135,3617.418276,-0.789686864,0.436330537,0.801647947,-4.599883193,CD24,Not Significant
219910_at,-52.38725962,605.412069,-0.789574398,0.436395163,0.801647947,-4.599885396,FICD,Not Significant
202012_s_at,55.06456731,834.8927586,0.789518836,0.436427093,0.801647947,-4.599886484,EXT2,Not Significant
44790_s_at,44.29355769,320.4055172,0.789479773,0.436449542,0.801647947,-4.59988725,RUBCNL,Not Significant
205375_at,-36.260625,211.5341379,-0.789469794,0.436455277,0.801647947,-4.599887445,MDFI,Not Significant
203496_s_at,9.157307692,33.27,0.789424551,0.436481279,0.801647947,-4.599888331,MED1,Not Significant
217049_x_at,-19.53923077,168.2089655,-0.789391253,0.436500417,0.801647947,-4.599888983,PCDH11Y,Not Significant
220771_at,-11.60677885,31.57241379,-0.789323585,0.436539309,0.801647947,-4.599890309,LINC00328,Not Significant
214425_at,-27.96365385,195.837931,-0.78922115,0.436598189,0.801647947,-4.599892315,AMBP,Not Significant
212176_at,-43.92125,314.5975862,-0.789128786,0.436651283,0.801647947,-4.599894123,PNISR,Not Significant
207978_s_at,63.25841346,357.7296552,0.789098951,0.436668434,0.801647947,-4.599894707,NR4A3,Not Significant
206622_at,6.747548077,56.85586207,0.789075406,0.43668197,0.801647947,-4.599895168,TRH,Not Significant
212813_at,-81.29014423,660.3310345,-0.788971765,0.436741554,0.801647947,-4.599897198,JAM3,Not Significant
203930_s_at,-20.03980769,111.0358621,-0.788945766,0.436756502,0.801647947,-4.599897706,MAPT,Not Significant
209298_s_at,-16.68264423,100.0365517,-0.788940349,0.436759617,0.801647947,-4.599897813,ITSN1,Not Significant
208262_x_at,-43.31663462,250.8165517,-0.788901854,0.436781749,0.801647947,-4.599898566,MEFV,Not Significant
